ID	Chromosome	Start	Stop	Symbol	Biotype
ENSMUSG00000088191	15	27061736	27061866	Gm23903	snoRNA
ENSMUSG00000098662	10	92133222	92133347	Gm27582	misc_RNA
ENSMUSG00000096200	17	4678020	4678126	Gm23186	snRNA
ENSMUSG00000024911	19	5460607	5465052	Fibp	protein_coding
ENSMUSG00000020638	12	26469204	26479835	Cmpk2	protein_coding
ENSMUSG00000065254	7	103271550	103271870	Gm23973	misc_RNA
ENSMUSG00000084650	6	19046837	19047151	Gm22718	misc_RNA
ENSMUSG00000096799	7	59375713	59375791	Gm22996	snoRNA
ENSMUSG00000065758	X	86406128	86406246	n-R5s10	rRNA
ENSMUSG00000098986	19	5844916	5845037	Gm28006	misc_RNA
ENSMUSG00000095146	6	113422150	113422239	Gm24387	miRNA
ENSMUSG00000065593	5	139369650	139369745	Mir339	miRNA
ENSMUSG00000089024	10	25266045	25266175	Gm25016	snoRNA
ENSMUSG00000092999	7	25868945	25869051	Gm23921	misc_RNA
ENSMUSG00000065297	8	65902057	65902191	Gm26123	snoRNA
ENSMUSG00000088789	12	105031075	105031349	Scarna13	scaRNA
ENSMUSG00000098948	11	3647179	3647325	Gm27640	misc_RNA
ENSMUSG00000089408	2	107097206	107097475	Gm24885	ribozyme
ENSMUSG00000094593	3	119831937	119832057	Gm24744	miRNA
ENSMUSG00000043091	15	99029891	99038105	Tuba1c	protein_coding
ENSMUSG00000065450	X	147158210	147158321	Mir448	miRNA
ENSMUSG00000099103	7	143447605	143447665	Gm27901	misc_RNA
ENSMUSG00000089406	9	104426113	104426187	Mir2136	miRNA
ENSMUSG00000064672	13	51648199	51648334	Gm22806	snoRNA
ENSMUSG00000088747	11	72340370	72340640	Gm23224	misc_RNA
ENSMUSG00000077622	4	94098290	94098418	Gm23836	snoRNA
ENSMUSG00000089418	1	141314355	141314468	Gm22016	misc_RNA
ENSMUSG00000022987	15	98285588	98296130	Zfp641	protein_coding
ENSMUSG00000070106	X	52741693	52741767	Mir363	miRNA
ENSMUSG00000043061	12	30584443	30591213	Tmem18	protein_coding
ENSMUSG00000099095	6	88104128	88104258	Mir6376	miRNA
ENSMUSG00000077418	4	53905696	53905820	Gm23745	snoRNA
ENSMUSG00000077488	16	13531428	13531551	Gm25276	snoRNA
ENSMUSG00000020576	12	13269127	13583810	Nbas	protein_coding
ENSMUSG00000092978	15	95879716	95879817	Gm25070	miRNA
ENSMUSG00000022095	14	70583296	70599835	Fam160b2	protein_coding
ENSMUSG00000095842	15	12695124	12695224	Gm24302	miRNA
ENSMUSG00000088318	1	87251148	87251248	Gm26187	snRNA
ENSMUSG00000088495	11	23172798	23172906	Gm24398	snoRNA
ENSMUSG00000092840	13	84182278	84182344	Gm24331	miRNA
ENSMUSG00000105496	2	168640696	168640759	Mir7004	miRNA
ENSMUSG00000098890	3	31038966	31039028	Mir7008	miRNA
ENSMUSG00000087985	8	101539584	101539708	Gm22223	snoRNA
ENSMUSG00000019948	10	89711973	89732295	Actr6	protein_coding
ENSMUSG00000088522	3	130870949	130871076	Gm26090	snoRNA
ENSMUSG00000095539	10	100144254	100144363	Gm25287	miRNA
ENSMUSG00000084484	7	123942104	123942209	Gm23788	snRNA
ENSMUSG00000088852	12	45109007	45109137	Gm24731	snoRNA
ENSMUSG00000089130	14	96945019	96945110	Gm24770	snoRNA
ENSMUSG00000077485	8	66918650	66918778	Gm25275	snoRNA
ENSMUSG00000054452	10	81559494	81566362	Aes	protein_coding
ENSMUSG00000006378	15	79030874	79043558	Gcat	protein_coding
ENSMUSG00000088498	1	151260824	151260914	Gm24402	snRNA
ENSMUSG00000065698	7	99653688	99653818	Gm25409	snoRNA
ENSMUSG00000047497	15	11064790	11346867	Adamts12	protein_coding
ENSMUSG00000087793	16	35722087	35722233	Gm25967	snoRNA
ENSMUSG00000093495	7	30100840	30100935	Gm23368	miRNA
ENSMUSG00000094979	1	10555554	10555660	Gm25253	snRNA
ENSMUSG00000065418	X	53054255	53054349	Mir322	miRNA
ENSMUSG00000084575	X	105873824	105873935	Gm23656	snRNA
ENSMUSG00000089177	X	68684148	68684275	Gm22435	snoRNA
ENSMUSG00000095091	7	59387953	59388031	Gm23660	snoRNA
ENSMUSG00000099264	10	104287269	104287376	Mir6411	miRNA
ENSMUSG00000045019	17	56953490	56982126	Acer1	protein_coding
ENSMUSG00000106179	11	75318488	75318608	AL603834.1	miRNA
ENSMUSG00000096231	7	59713534	59713625	Gm22584	snoRNA
ENSMUSG00000099092	7	139986809	139986874	Mir7062	miRNA
ENSMUSG00000092802	19	6563780	6563905	Gm26460	miRNA
ENSMUSG00000089513	2	25031350	25031453	Gm24875	snRNA
ENSMUSG00000016541	15	85336381	85463836	Atxn10	protein_coding
ENSMUSG00000088348	2	29931427	29931523	Gm23865	snRNA
ENSMUSG00000075517	15	82689134	82690499	Cyp2d37-ps	protein_coding
ENSMUSG00000064476	4	150964735	150964894	Gm23405	snRNA
ENSMUSG00000094895	9	47525616	47525722	Gm22286	snRNA
ENSMUSG00000084602	16	37854782	37854897	n-R5s34	rRNA
ENSMUSG00000096291	7	59389820	59389898	Gm23933	snoRNA
ENSMUSG00000088639	2	92191977	92192074	Mir1955	miRNA
ENSMUSG00000091096	5	106609098	106609201	Gm17304	protein_coding
ENSMUSG00000106580	6	122831377	122831437	Mir7231	miRNA
ENSMUSG00000022488	15	103453825	103498800	Nckap1l	protein_coding
ENSMUSG00000096758	14	11335873	11336004	Gm25466	snoRNA
ENSMUSG00000098522	10	122648339	122648435	Mir6412	miRNA
ENSMUSG00000104755	10	128085286	128085363	Mir677	miRNA
ENSMUSG00000036368	17	79614900	79682152	Rmdn2	protein_coding
ENSMUSG00000022002	14	75642259	75667137	Erich6b	protein_coding
ENSMUSG00000088816	11	86997133	86997263	Gm22387	scaRNA
ENSMUSG00000089410	18	84737102	84737391	Gm22014	misc_RNA
ENSMUSG00000078655	3	94643112	94643600	Gm10972	protein_coding
ENSMUSG00000064437	11	62603079	62603150	Snord49b	snoRNA
ENSMUSG00000036061	15	103153307	103158002	Smug1	protein_coding
ENSMUSG00000092934	3	122232535	122232636	Gm22903	miRNA
ENSMUSG00000089498	10	67235861	67235961	Gm26359	snRNA
ENSMUSG00000093298	10	41670739	41670793	Mir3473b	miRNA
ENSMUSG00000088603	11	39830656	39830800	Gm24192	snRNA
ENSMUSG00000098247	18	60953873	60953932	Mir7220	miRNA
ENSMUSG00000076377	10	28214039	28214121	Gm22370	miRNA
ENSMUSG00000064880	16	23110383	23110507	Gm24201	snoRNA
ENSMUSG00000098338	12	112920483	112920541	Mir6941	miRNA
ENSMUSG00000031233	17	40207018	40208609	Pgk2	protein_coding
ENSMUSG00000020561	12	33429624	33439380	Twistnb	protein_coding
ENSMUSG00000029490	5	108441054	108448891	Mfsd7a	protein_coding
ENSMUSG00000096455	11	71288425	71288558	Gm23311	snoRNA
ENSMUSG00000077744	3	86275232	86275362	Gm26343	snoRNA
ENSMUSG00000096607	15	85492736	85503227	7530416G11Rik	protein_coding
ENSMUSG00000087960	18	19707093	19707389	Gm25392	misc_RNA
ENSMUSG00000035566	14	84443563	84537060	Pcdh17	protein_coding
ENSMUSG00000084745	5	92193322	92193465	Gm25290	snoRNA
ENSMUSG00000104890	19	24942235	24942303	Mir3084-1	miRNA
ENSMUSG00000071650	19	8898090	8916663	Ganab	protein_coding
ENSMUSG00000089359	11	15452422	15452551	Gm25490	snoRNA
ENSMUSG00000072673	11	77516660	77519198	Gm10392	protein_coding
ENSMUSG00000095020	13	62624194	62624301	Gm24020	miRNA
ENSMUSG00000005054	10	78425670	78427619	Cstb	protein_coding
ENSMUSG00000088482	5	150551707	150551807	Gm23641	snRNA
ENSMUSG00000064706	18	69777936	69778045	Gm22508	misc_RNA
ENSMUSG00000096408	10	100376462	100377335	Gm8723	pseudogene
ENSMUSG00000045257	17	80290212	80297473	Morn2	protein_coding
ENSMUSG00000093097	5	35021049	35021115	Mir3097	miRNA
ENSMUSG00000106046	7	112713951	112714079	Gm44462	miRNA
ENSMUSG00000098944	3	65659288	65659426	Mir8120	miRNA
ENSMUSG00000088786	15	36028898	36029152	Gm25372	misc_RNA
ENSMUSG00000088387	6	26460291	26460430	Gm24691	snRNA
ENSMUSG00000005148	14	99298691	99313405	Klf5	protein_coding
ENSMUSG00000042364	13	113592180	113618564	Snx18	protein_coding
ENSMUSG00000075906	7	5277344	5277450	Gm23942	snRNA
ENSMUSG00000005656	12	54746349	54795703	Snx6	protein_coding
ENSMUSG00000024242	17	80580512	80728093	Map4k3	protein_coding
ENSMUSG00000021115	12	106010263	106077410	Vrk1	protein_coding
ENSMUSG00000077348	2	130086041	130086169	Gm24665	snoRNA
ENSMUSG00000095282	1	67616975	67617052	Gm22548	miRNA
ENSMUSG00000089385	16	68452859	68452965	Gm24681	snoRNA
ENSMUSG00000024487	18	40204865	40219399	Yipf5	protein_coding
ENSMUSG00000095102	6	132591058	132591178	n-R5s167	rRNA
ENSMUSG00000065072	6	73141485	73141680	Gm24533	snoRNA
ENSMUSG00000089442	6	25199929	25200051	Gm22529	snoRNA
ENSMUSG00000091396	12	62687822	62688244	Spanxn4	protein_coding
ENSMUSG00000095884	2	10487507	10487633	Gm26431	miRNA
ENSMUSG00000084734	13	13329484	13329671	Gm25804	snoRNA
ENSMUSG00000094812	3	96488729	96488893	Gm22614	snRNA
ENSMUSG00000020990	12	69746848	69790707	Cdkl1	protein_coding
ENSMUSG00000041765	14	121878606	122021034	Ubac2	protein_coding
ENSMUSG00000096953	12	83950690	83951355	Gm26571	protein_coding
ENSMUSG00000064822	18	7835177	7835283	Gm24292	snRNA
ENSMUSG00000070136	12	109739119	109739197	Mir496a	miRNA
ENSMUSG00000089235	18	74778561	74778700	Gm23119	scaRNA
ENSMUSG00000087712	X	101912630	101912724	Gm25828	snRNA
ENSMUSG00000087794	2	61798180	61798296	Gm25966	rRNA
ENSMUSG00000095266	17	24023859	24024182	Gm5225	protein_coding
ENSMUSG00000077796	9	52291199	52291331	Gm25562	snoRNA
ENSMUSG00000098435	6	52246399	52246585	Gm27492	misc_RNA
ENSMUSG00000071867	18	15011246	15011692	Gm6304	processed_pseudogene
ENSMUSG00000022615	15	89371931	89377039	Tymp	protein_coding
ENSMUSG00000094780	7	89291190	89291299	Gm24659	miRNA
ENSMUSG00000088279	11	107827374	107827660	Gm23120	misc_RNA
ENSMUSG00000045104	19	21938079	21938384	Gm5514	processed_pseudogene
ENSMUSG00000096390	7	59439891	59439969	Gm23687	snoRNA
ENSMUSG00000025396	10	127990941	128000678	Hsd17b6	protein_coding
ENSMUSG00000098595	15	62175422	62175548	Gm27957	misc_RNA
ENSMUSG00000096808	GL456221.1	151235	152734	AC132444.6	protein_coding
ENSMUSG00000088337	12	9865347	9865450	Gm22845	snRNA
ENSMUSG00000033618	16	21891969	21931877	Map3k13	protein_coding
ENSMUSG00000001229	17	56186682	56218889	Dpp9	protein_coding
ENSMUSG00000096913	7	59393561	59393639	Gm24866	snoRNA
ENSMUSG00000088924	10	120605537	120605596	Gm24298	snoRNA
ENSMUSG00000095817	10	77770633	77771325	Gm3238	protein_coding
ENSMUSG00000092752	X	162874918	162874995	Mir3473a	miRNA
ENSMUSG00000064717	12	13163629	13163763	Gm24208	snoRNA
ENSMUSG00000077081	14	25827996	25828105	Gm23701	miRNA
ENSMUSG00000040441	10	127172426	127180645	Slc26a10	protein_coding
ENSMUSG00000015143	12	80167542	80260371	Actn1	protein_coding
ENSMUSG00000103862	10	87290733	87291110	Gm10764	protein_coding
ENSMUSG00000089322	4	21328520	21328604	Gm25977	snoRNA
ENSMUSG00000024068	17	74338987	74391113	Spast	protein_coding
ENSMUSG00000051067	10	80832807	80844039	Lingo3	protein_coding
ENSMUSG00000088354	7	24336340	24336465	Gm27592	miRNA
ENSMUSG00000089018	5	93013032	93013139	Gm25521	snRNA
ENSMUSG00000097221	15	12321438	12321899	1810049J17Rik	protein_coding
ENSMUSG00000084601	17	33959663	33959767	Gm23111	snRNA
ENSMUSG00000096208	10	114991541	114991647	Gm22070	snRNA
ENSMUSG00000001227	17	56123085	56140343	Sema6b	protein_coding
ENSMUSG00000093996	4	42318334	42323929	Fam205a3	protein_coding
ENSMUSG00000098700	15	22274070	22274176	Gm27525	miRNA
ENSMUSG00000089363	1	186123201	186123306	Gm23821	rRNA
ENSMUSG00000098563	4	91373284	91373363	Mir6402	miRNA
ENSMUSG00000105200	18	61397835	61397900	Mir378a	miRNA
ENSMUSG00000089179	8	91061265	91061396	Gm22428	snoRNA
ENSMUSG00000059606	14	51162260	51163018	Rnase2b	protein_coding
ENSMUSG00000098628	12	103128189	103128350	Gm27976	misc_RNA
ENSMUSG00000077962	13	58023125	58023200	Mir874	miRNA
ENSMUSG00000025422	10	127078907	127093169	Agap2	protein_coding
ENSMUSG00000076128	14	54616677	54616785	Mir686	miRNA
ENSMUSG00000089158	1	192998286	192998574	Gm23583	misc_RNA
ENSMUSG00000095596	6	29150554	29150679	Gm24303	miRNA
ENSMUSG00000095323	6	83090311	83090387	Mir3470a	miRNA
ENSMUSG00000035278	10	80796100	80798626	Plekhj1	protein_coding
ENSMUSG00000096186	16	36285433	36285537	Gm23306	snRNA
ENSMUSG00000002668	17	57066056	57078510	Dennd1c	protein_coding
ENSMUSG00000021056	12	76198692	76246746	Tex21	protein_coding
ENSMUSG00000070108	X	7237683	7237774	Mir500	miRNA
ENSMUSG00000021102	12	105032689	105040910	Glrx5	protein_coding
ENSMUSG00000093830	7	59424924	59425002	Gm23145	snoRNA
ENSMUSG00000088132	8	64161405	64161526	Gm22586	rRNA
ENSMUSG00000034574	12	71831078	71992367	Daam1	protein_coding
ENSMUSG00000092913	17	12865125	12865240	Gm24085	miRNA
ENSMUSG00000076122	X	53053984	53054054	Mir503	miRNA
ENSMUSG00000038774	10	50592669	50851202	Ascc3	protein_coding
ENSMUSG00000071645	19	8953850	8966207	Tut1	protein_coding
ENSMUSG00000035370	10	80602880	80615783	Adat3	protein_coding
ENSMUSG00000035262	10	80805248	80807648	Amh	protein_coding
ENSMUSG00000093944	6	123424556	123424687	Gm22833	snoRNA
ENSMUSG00000087802	10	11330489	11330626	Gm25979	snoRNA
ENSMUSG00000070182	1	172843534	172843638	Gm24817	snRNA
ENSMUSG00000024650	19	8617996	8628299	Slc22a6	protein_coding
ENSMUSG00000092896	9	4455940	4456023	Gm23811	miRNA
ENSMUSG00000025383	10	128296140	128298084	Il23a	protein_coding
ENSMUSG00000088675	6	69326844	69327170	Rprl1	ribozyme
ENSMUSG00000024963	19	6987911	6992503	Dnajc4	protein_coding
ENSMUSG00000048077	15	98255982	98257307	H1fnt	protein_coding
ENSMUSG00000065078	6	29963555	29963661	Gm24536	snRNA
ENSMUSG00000064232	15	101624028	101628188	Gm5414	protein_coding
ENSMUSG00000089371	12	40222712	40222811	Mir1938	miRNA
ENSMUSG00000021097	12	104763114	104865076	Clmn	protein_coding
ENSMUSG00000096876	4	120837488	120837597	Gm23936	miRNA
ENSMUSG00000057863	17	56613395	56614243	Rpl36	protein_coding
ENSMUSG00000037477	19	3992752	3999511	Tbx10	protein_coding
ENSMUSG00000034445	19	10577454	10588548	Cyb561a3	protein_coding
ENSMUSG00000089281	1	87784556	87784820	Scarna6	scaRNA
ENSMUSG00000004791	12	85166639	85177296	Pgf	protein_coding
ENSMUSG00000065187	6	135584192	135584306	Gm25136	snoRNA
ENSMUSG00000071649	19	8920374	8927234	B3gat3	protein_coding
ENSMUSG00000060647	12	9429546	9430099	Gm7099	pseudogene
ENSMUSG00000094486	5	135837295	135837372	Gm23268	miRNA
ENSMUSG00000092761	4	44607491	44607568	Mir5120	miRNA
ENSMUSG00000093981	7	59391690	59391768	Gm24862	snoRNA
ENSMUSG00000098249	1	50222389	50222520	Gm27330	misc_RNA
ENSMUSG00000077750	12	33452712	33452843	Gm23529	snoRNA
ENSMUSG00000023031	15	100674425	100687920	Cela1	protein_coding
ENSMUSG00000058354	15	101689932	101694307	Krt6a	protein_coding
ENSMUSG00000095728	JH584298.1	168268	170838	AC125178.3	protein_coding
ENSMUSG00000093793	4	130766331	130766413	Gm24091	snoRNA
ENSMUSG00000011179	12	17544873	17551502	Odc1	protein_coding
ENSMUSG00000024669	19	10718143	10738974	Cd5	protein_coding
ENSMUSG00000084425	17	37267076	37267238	Gm25104	snRNA
ENSMUSG00000034371	19	10592200	10604258	Tkfc	protein_coding
ENSMUSG00000021431	13	38204939	38227663	Snrnp48	protein_coding
ENSMUSG00000089128	X	132507131	132507254	Gm26406	snoRNA
ENSMUSG00000064768	17	24528476	24528553	Snord60	snoRNA
ENSMUSG00000002799	12	112908590	112929495	Jag2	protein_coding
ENSMUSG00000024824	19	4195198	4201603	Rad9a	protein_coding
ENSMUSG00000065715	11	83294304	83294400	Snord7	snoRNA
ENSMUSG00000033834	13	60938692	60941935	Tpbpa	protein_coding
ENSMUSG00000045440	12	55598917	55602018	Insm2	protein_coding
ENSMUSG00000065675	3	139417757	139417863	Gm24260	snRNA
ENSMUSG00000087786	5	100517284	100517443	Gm23173	snRNA
ENSMUSG00000046747	12	55820611	55821580	Gm9812	pseudogene
ENSMUSG00000077155	11	57741300	57741402	Gm24582	snRNA
ENSMUSG00000098320	2	45280724	45280924	Vis1	misc_RNA
ENSMUSG00000096559	9	72969602	72969708	Gm23567	snRNA
ENSMUSG00000021096	12	72761211	72794940	Ppm1a	protein_coding
ENSMUSG00000092693	16	75764322	75764431	Gm22923	miRNA
ENSMUSG00000048376	13	95601804	95618459	F2r	protein_coding
ENSMUSG00000019893	10	52045926	52195244	Ros1	protein_coding
ENSMUSG00000000701	12	105176358	105181143	Tcl1b5	protein_coding
ENSMUSG00000021396	13	51171025	51175187	Nxnl2	protein_coding
ENSMUSG00000021366	13	42052021	42185026	Hivep1	protein_coding
ENSMUSG00000064527	18	73611516	73611622	Gm26438	misc_RNA
ENSMUSG00000095010	7	61706591	61706670	Gm23490	miRNA
ENSMUSG00000024067	17	74299474	74323944	Dpy30	protein_coding
ENSMUSG00000089431	3	132939870	132939976	Gm23196	snRNA
ENSMUSG00000065732	17	84287641	84287747	Gm24492	snRNA
ENSMUSG00000074849	13	65033058	65038004	Spata31d1c	protein_coding
ENSMUSG00000098736	X	68678485	68678612	Gm27838	misc_RNA
ENSMUSG00000046388	19	16780547	16781103	Gm9806	pseudogene
ENSMUSG00000054021	13	43370710	43395202	Sirt5	protein_coding
ENSMUSG00000065415	11	28763728	28763835	Mir217	miRNA
ENSMUSG00000021271	12	110850279	110869998	Zfp839	protein_coding
ENSMUSG00000088286	15	102373880	102373983	Gm23590	snRNA
ENSMUSG00000042724	12	81714950	81781170	Map3k9	protein_coding
ENSMUSG00000072949	12	84009502	84017670	Acot1	protein_coding
ENSMUSG00000096848	3	157398262	157398368	Gm23379	snRNA
ENSMUSG00000076120	3	29416823	29416920	Mir551b	miRNA
ENSMUSG00000093791	1	189393350	189393470	Gm24092	miRNA
ENSMUSG00000077236	2	104578945	104579076	Gm22439	snoRNA
ENSMUSG00000024072	17	74489493	74500277	Yipf4	protein_coding
ENSMUSG00000034820	19	10525244	10547735	Cpsf7	protein_coding
ENSMUSG00000092914	10	52032251	52032387	Gm24084	miRNA
ENSMUSG00000089622	17	31059604	31059731	Gm25447	rRNA
ENSMUSG00000059114	12	86734383	86763795	Lrrc74a	protein_coding
ENSMUSG00000065495	7	45121757	45121821	Mir150	miRNA
ENSMUSG00000105756	11	72953107	72953196	Gm44467	miRNA
ENSMUSG00000021322	13	20794119	21024252	Aoah	protein_coding
ENSMUSG00000087997	3	151926348	151926409	Gm25056	snRNA
ENSMUSG00000024812	19	24094523	24225026	Tjp2	protein_coding
ENSMUSG00000038175	13	45389742	45412019	Mylip	protein_coding
ENSMUSG00000066378	7	81855533	81855794	Gm10160	protein_coding
ENSMUSG00000078427	10	128821771	128877638	Sarnp	protein_coding
ENSMUSG00000095161	10	100351111	100351980	Gm4305	protein_coding
ENSMUSG00000021636	13	100595957	100616971	Marveld2	protein_coding
ENSMUSG00000020628	12	28690629	28750453	Trappc12	protein_coding
ENSMUSG00000021676	13	95627177	95891922	Iqgap2	protein_coding
ENSMUSG00000021500	13	55635027	55681256	Ddx46	protein_coding
ENSMUSG00000095092	GL456210.1	108390	110303	AC125149.5	protein_coding
ENSMUSG00000021127	12	80107760	80113013	Zfp36l1	protein_coding
ENSMUSG00000056214	18	80046895	80119640	Pard6g	protein_coding
ENSMUSG00000074913	19	26885925	26888639	Gm815	protein_coding
ENSMUSG00000024855	19	5133688	5273119	Pacs1	protein_coding
ENSMUSG00000094799	GL456210.1	147792	149707	AC125149.4	protein_coding
ENSMUSG00000021192	12	102469134	102497902	Golga5	protein_coding
ENSMUSG00000047631	10	128267997	128270151	Apof	protein_coding
ENSMUSG00000021478	13	54051186	54055658	Drd1	protein_coding
ENSMUSG00000025220	19	45750261	45783520	Mgea5	protein_coding
ENSMUSG00000044515	12	84087015	84087625	Gm8385	pseudogene
ENSMUSG00000096578	19	60966672	60967254	Gm9529	pseudogene
ENSMUSG00000021539	13	56542460	56548538	Lect2	protein_coding
ENSMUSG00000058953	14	112481367	112481846	Gm4822	processed_pseudogene
ENSMUSG00000057685	13	88478586	88479056	Gm8526	processed_pseudogene
ENSMUSG00000043319	12	102899306	102900534	Cox8c	protein_coding
ENSMUSG00000035342	19	45015176	45027104	Lzts2	protein_coding
ENSMUSG00000071647	19	8929694	8941563	Eml3	protein_coding
ENSMUSG00000095593	10	77776252	77776944	Gm7138	protein_coding
ENSMUSG00000064030	10	128747879	128766568	Pym1	protein_coding
ENSMUSG00000045506	17	63863300	63863791	A930002H24Rik	protein_coding
ENSMUSG00000074885	13	56362901	56365769	Gm10782	protein_coding
ENSMUSG00000091311	13	59712284	59719289	Spata31d1b	protein_coding
ENSMUSG00000064208	10	27936364	27936828	Gm10145	processed_pseudogene
ENSMUSG00000087720	3	94920322	94920423	Gm26279	snRNA
ENSMUSG00000084684	3	14029482	14029762	Gm22026	misc_RNA
ENSMUSG00000025035	19	46531109	46573085	Arl3	protein_coding
ENSMUSG00000092008	19	39842660	39886769	Cyp2c69	protein_coding
ENSMUSG00000064901	11	97781639	97781775	Snora21	snoRNA
ENSMUSG00000007338	19	6053630	6057751	Mrpl49	protein_coding
ENSMUSG00000022211	14	55491093	55508246	Carmil3	protein_coding
ENSMUSG00000041236	13	18717292	18866809	Vps41	protein_coding
ENSMUSG00000089548	8	48958350	48958481	Gm25830	snoRNA
ENSMUSG00000024131	17	85028347	85064243	Slc3a1	protein_coding
ENSMUSG00000104740	11	117077348	117077457	Mir6516	miRNA
ENSMUSG00000039330	19	5390049	5394401	Tsga10ip	protein_coding
ENSMUSG00000065050	2	133008487	133008654	Gm25704	snRNA
ENSMUSG00000021456	13	62836884	62858400	Fbp2	protein_coding
ENSMUSG00000064574	X	109023356	109023462	Gm25797	snRNA
ENSMUSG00000055271	12	103406822	103407820	9330161L09Rik	protein_coding
ENSMUSG00000094123	X	71531285	71531376	Gm23945	miRNA
ENSMUSG00000088055	4	15911567	15911634	Gm26148	snoRNA
ENSMUSG00000055480	13	67254918	67269068	Zfp458	protein_coding
ENSMUSG00000051255	19	23675844	23676712	Gm6563	protein_coding
ENSMUSG00000098937	9	67727717	67727780	Mir7241	miRNA
ENSMUSG00000056629	19	6977741	6980461	Fkbp2	protein_coding
ENSMUSG00000064697	X	37667233	37667376	Gm24147	snoRNA
ENSMUSG00000048924	13	100669481	100697240	Ccdc125	protein_coding
ENSMUSG00000098448	16	22605326	22605432	Mir6362	miRNA
ENSMUSG00000097854	10	79910856	79911140	Gm26602	protein_coding
ENSMUSG00000057069	13	12565883	12609526	Ero1lb	protein_coding
ENSMUSG00000093992	8	7428222	7428328	Gm26427	snRNA
ENSMUSG00000094709	2	10494882	10495008	Gm24488	miRNA
ENSMUSG00000094033	10	23166865	23166971	Gm24655	snRNA
ENSMUSG00000097602	2	154612937	154613437	4930519P11Rik	protein_coding
ENSMUSG00000021590	13	75967739	75998968	Spata9	protein_coding
ENSMUSG00000094361	X	32894625	32896121	Gm21657	protein_coding
ENSMUSG00000093480	13	93790777	93790837	Mir5624	miRNA
ENSMUSG00000072898	11	59208246	59208720	Gm10434	pseudogene
ENSMUSG00000021413	13	34875494	34902877	Prpf4b	protein_coding
